cell_id,state,ahj,project_family,family,issuing_authority,application_authority,authority_tier,handled_by_local_ahj
us-co-loveland__commercial__commercial_tenant_improvement__building,CO,Loveland,commercial_tenant_improvement,building,City of Loveland Building Division / Development Center,City of Loveland CitizenAccess / Building Division,local,True
us-co-milliken__commercial__commercial_tenant_improvement__building,CO,Milliken,commercial_tenant_improvement,building,Milliken,Milliken,local,True
us-co-parker__commercial__commercial_tenant_improvement__building,CO,Parker,commercial_tenant_improvement,building,Town of Parker Building Division,Town of Parker Building Division / eTRAKiT,local,True
us-co-pueblo_county__commercial__commercial_tenant_improvement__building,CO,Pueblo County,commercial_tenant_improvement,building,Pueblo County Building Division,Pueblo County Building Division,county,True
us-co-pueblo_socobd__commercial__commercial_tenant_improvement__building,CO,Pueblo Socobd,commercial_tenant_improvement,building,Southern Colorado Building Department for City of Pueblo and Town of Boone building department functions,SOCOBD permit portal for Pueblo/Boone; Pueblo County permitting for unincorporated Pueblo County as routed by official SOCOBD notice,delegated,True
us-co-superior_co__commercial__commercial_tenant_improvement__building,CO,Superior Co,commercial_tenant_improvement,building,Town of Superior Planning & Building / SAFEbuilt with Mountain View Fire Rescue for fire/life-safety plan review,Town of Superior Planning & Building / SAFEbuilt with Mountain View Fire Rescue for fire/life-safety plan review,local_with_fire_district_life_safety_review,True
us-co-thornton__commercial__commercial_tenant_improvement__building,CO,Thornton,commercial_tenant_improvement,building,City of Thornton Building Inspection Division,City of Thornton Building Inspection Division,local,True
us-co-weld_county__commercial__commercial_tenant_improvement__building,CO,Weld County,commercial_tenant_improvement,building,Weld County Building Inspection Division,Weld County Building Inspection Division,local,True
us-co-westminster__commercial__commercial_tenant_improvement__building,CO,Westminster,commercial_tenant_improvement,building,City of Westminster Building Division,City of Westminster permits/eTRAKiT route,local,True
us-co-wheat_ridge__commercial__commercial_tenant_improvement__building,CO,Wheat Ridge,commercial_tenant_improvement,building,Wheat Ridge official building/permit authority,Wheat Ridge official building/permit authority,local,True
us-co-windsor__commercial__commercial_tenant_improvement__building,CO,Windsor,commercial_tenant_improvement,building,CO|us-co-windsor|city|Town of Windsor Building Division,CO|us-co-windsor|city|Town of Windsor Building Division,local,True
us-ct-branford__commercial__commercial_tenant_improvement__building,CT,Branford,commercial_tenant_improvement,building,Branford Building Department,Branford Building Department,local,True
us-ct-bridgeport__commercial__commercial_tenant_improvement__building,CT,Bridgeport,commercial_tenant_improvement,building,Bridgeport Building Department,Bridgeport Building Department,local,True
us-ct-bristol__commercial__commercial_tenant_improvement__building,CT,Bristol,commercial_tenant_improvement,building,Bristol Building Department,Bristol Building Department,local,True
us-ct-cheshire__commercial__commercial_tenant_improvement__building,CT,Cheshire,commercial_tenant_improvement,building,Cheshire official building/permit authority,Cheshire official building/permit authority,local,True
us-ct-danbury__commercial__commercial_tenant_improvement__building,CT,Danbury,commercial_tenant_improvement,building,Danbury Building Department,Danbury Building Department,local,True
us-ct-enfield__commercial__commercial_tenant_improvement__building,CT,Enfield,commercial_tenant_improvement,building,Enfield Building Department,Enfield Building Department,local,True
us-ct-fairfield__commercial__commercial_tenant_improvement__building,CT,Fairfield,commercial_tenant_improvement,building,Fairfield Building Department,Fairfield Building Department,local,True
us-ct-farmington__commercial__commercial_tenant_improvement__building,CT,Farmington,commercial_tenant_improvement,building,Farmington official building/permit authority,Farmington official building/permit authority,local,True
us-ct-glastonbury__commercial__commercial_tenant_improvement__building,CT,Glastonbury,commercial_tenant_improvement,building,Glastonbury Building Department,Glastonbury Building Department,local,True
us-ct-greenwich__commercial__commercial_tenant_improvement__building,CT,Greenwich,commercial_tenant_improvement,building,Greenwich Building Department,Greenwich Building Department,local,True
us-ct-groton__commercial__commercial_tenant_improvement__building,CT,Groton,commercial_tenant_improvement,building,Groton Building Department,Groton Building Department,local,True
us-ct-guilford__commercial__commercial_tenant_improvement__building,CT,Guilford,commercial_tenant_improvement,building,Guilford official building/permit authority,Guilford official building/permit authority,local,True
us-ct-hamden__commercial__commercial_tenant_improvement__building,CT,Hamden,commercial_tenant_improvement,building,Hamden Building Department,Hamden Building Department,local,True
us-ct-hamden__commercial__commercial_tenant_improvement__building,CT,Hamden,commercial_tenant_improvement,occupancy,Hamden Building Department,Hamden Building Department,local,True
us-ct-hartford__commercial__commercial_tenant_improvement__building,CT,Hartford,commercial_tenant_improvement,building,Hartford Building Department,Hartford Building Department,local,True
us-ct-manchester__commercial__commercial_tenant_improvement__building,CT,Manchester,commercial_tenant_improvement,building,Manchester Building Department,Manchester Building Department,local,True
us-ct-mansfield__commercial__commercial_tenant_improvement__building,CT,Mansfield,commercial_tenant_improvement,building,CT|us-ct-mansfield|city|Mansfield Building Department,CT|us-ct-mansfield|city|Mansfield Building Department,local,True
us-ct-meriden__commercial__commercial_tenant_improvement__building,CT,Meriden,commercial_tenant_improvement,building,Meriden Building Department,Meriden Building Department,local,True
us-ct-middletown__commercial__commercial_tenant_improvement__building,CT,Middletown,commercial_tenant_improvement,building,Middletown Building Department,Middletown Building Department,local,True
us-ct-milford__commercial__commercial_tenant_improvement__building,CT,Milford,commercial_tenant_improvement,building,Milford Building Department,Milford Building Department,local,True
us-ct-naugatuck__commercial__commercial_tenant_improvement__building,CT,Naugatuck,commercial_tenant_improvement,building,Borough of Naugatuck Building Department,Borough of Naugatuck Building Department,local,True
us-ct-new_britain__commercial__commercial_tenant_improvement__building,CT,New Britain,commercial_tenant_improvement,building,New Britain Building Department,New Britain Building Department,local,True
us-ct-new_haven__commercial__commercial_tenant_improvement__building,CT,New Haven,commercial_tenant_improvement,building,New Haven Building Department,New Haven Building Department,local,True
us-ct-new_london__commercial__commercial_tenant_improvement__building,CT,New London,commercial_tenant_improvement,building,New London,New London,local,True
us-ct-new_london__commercial__commercial_tenant_improvement__building,CT,New London,commercial_tenant_improvement,zoning,New London,New London,local,True
us-ct-newington__commercial__commercial_tenant_improvement__building,CT,Newington,commercial_tenant_improvement,building,Newington Building Department,Newington Building Department,local,True
us-ct-newtown__commercial__commercial_tenant_improvement__building,CT,Newtown,commercial_tenant_improvement,building,CT|us-ct-newtown|city|Newtown Building Department,CT|us-ct-newtown|city|Newtown Building Department,local,True
us-ct-north_haven__commercial__commercial_tenant_improvement__building,CT,North Haven,commercial_tenant_improvement,building,North Haven Building Department,North Haven Building Department,local,True
us-ct-norwalk__commercial__commercial_tenant_improvement__building,CT,Norwalk,commercial_tenant_improvement,building,Norwalk Building Department,Norwalk Building Department,local,True
us-ct-norwich__commercial__commercial_tenant_improvement__building,CT,Norwich,commercial_tenant_improvement,building,Norwich Building Department,Norwich Building Department,local,True
us-ct-ridgefield__commercial__commercial_tenant_improvement__building,CT,Ridgefield,commercial_tenant_improvement,building,Ridgefield,Ridgefield,local,True
us-ct-shelton__commercial__commercial_tenant_improvement__building,CT,Shelton,commercial_tenant_improvement,building,Shelton Building Department,Shelton Building Department,local,True
us-ct-simsbury__commercial__commercial_tenant_improvement__building,CT,Simsbury,commercial_tenant_improvement,building,Town of Simsbury Building Department,Town of Simsbury Building Department,local,True
us-ct-south_windsor__commercial__commercial_tenant_improvement__building,CT,South Windsor,commercial_tenant_improvement,building,South Windsor,South Windsor,local,True
us-ct-southington__commercial__commercial_tenant_improvement__building,CT,Southington,commercial_tenant_improvement,building,Southington Building Department,Southington Building Department,local,True
us-ct-stamford__commercial__commercial_tenant_improvement__building,CT,Stamford,commercial_tenant_improvement,building,Stamford Building Department,Stamford Building Department,local,True
us-ct-stratford__commercial__commercial_tenant_improvement__building,CT,Stratford,commercial_tenant_improvement,building,Stratford Building Department,Stratford Building Department,local,True
us-ct-torrington__commercial__commercial_tenant_improvement__building,CT,Torrington,commercial_tenant_improvement,building,Torrington Building Department,Torrington Building Department,local,True
us-ct-trumbull__commercial__commercial_tenant_improvement__building,CT,Trumbull,commercial_tenant_improvement,building,Trumbull Building Department,Trumbull Building Department,local,True
us-ct-vernon__commercial__commercial_tenant_improvement__building,CT,Vernon,commercial_tenant_improvement,building,Vernon Building Department,Vernon Building Department,local,True
us-ct-wallingford__commercial__commercial_tenant_improvement__building,CT,Wallingford,commercial_tenant_improvement,building,Wallingford Building Department,Wallingford Building Department,local,True
us-ct-waterbury__commercial__commercial_tenant_improvement__building,CT,Waterbury,commercial_tenant_improvement,building,Waterbury Building Department,Waterbury Building Department,local,True
us-ct-watertown__commercial__commercial_tenant_improvement__building,CT,Watertown,commercial_tenant_improvement,building,Watertown official building/permit authority,Watertown official building/permit authority,local,True
us-ct-west_hartford__commercial__commercial_tenant_improvement__building,CT,West Hartford,commercial_tenant_improvement,building,West Hartford Building Department,West Hartford Building Department,local,True
us-ct-west_haven__commercial__commercial_tenant_improvement__building,CT,West Haven,commercial_tenant_improvement,building,West Haven Building Department,West Haven Building Department,local,True
us-ct-wethersfield__commercial__commercial_tenant_improvement__building,CT,Wethersfield,commercial_tenant_improvement,building,Wethersfield,Wethersfield,local,True
us-ct-windham__commercial__commercial_tenant_improvement__building,CT,Windham,commercial_tenant_improvement,building,Town of Windham Building Services Department,Town of Windham Building Services Department,local,True
us-ct-windham__commercial__commercial_tenant_improvement__building,CT,Windham,commercial_tenant_improvement,electrical,Town of Windham Building Services Department,Town of Windham Building Services Department,local,True
us-ct-windham__commercial__commercial_tenant_improvement__building,CT,Windham,commercial_tenant_improvement,fire,Town of Windham Building Services Department,Town of Windham Building Services Department,local,True
us-ct-windham__commercial__commercial_tenant_improvement__building,CT,Windham,commercial_tenant_improvement,mechanical,Town of Windham Building Services Department,Town of Windham Building Services Department,local,True
us-ct-windham__commercial__commercial_tenant_improvement__building,CT,Windham,commercial_tenant_improvement,plumbing,Town of Windham Building Services Department,Town of Windham Building Services Department,local,True
us-ct-windsor__commercial__commercial_tenant_improvement__building,CT,Windsor,commercial_tenant_improvement,building,Windsor official building/permit authority,Windsor official building/permit authority,local,True
us-de-arden__residential__building__alteration,DE,Arden,residential_remodel,building,New Castle County Department of Land Use,New Castle County Department of Land Use with Arden Trustees non-objection/stamped-plan route when required,mixed,False
us-de-ardencroft__residential__building__alteration,DE,Ardencroft,residential_remodel,building,New Castle County Department of Land Use,Village of Ardencroft local review plus New Castle County Department of Land Use,mixed,False
us-de-ardentown__residential__building__alteration,DE,Ardentown,residential_remodel,building,New Castle County Department of Land Use,Village of Ardentown local review plus New Castle County Department of Land Use,mixed,False
us-de-bethany_beach__commercial__commercial_tenant_improvement__building,DE,Bethany Beach,commercial_tenant_improvement,building,Sussex County Building Permit Office,Sussex County Building Permit Office,county_administered,True
us-de-blades__commercial__commercial_tenant_improvement__building,DE,Blades,commercial_tenant_improvement,building,Sussex County Building Permit Office,Sussex County Building Permit Office,county_administered,True
us-de-clayton__commercial__commercial_tenant_improvement__building,DE,Clayton,commercial_tenant_improvement,building,Town of Clayton Building Permits,Town of Clayton Building Permits,local,True
us-de-dagsboro__commercial__commercial_tenant_improvement__building,DE,Dagsboro,commercial_tenant_improvement,building,Sussex County Building Permit Office,Sussex County Building Permit Office,county_administered,True
us-de-delmar__residential__building__alteration,DE,Delmar,residential_remodel,building,Town of Delmar Code Enforcement / Planning & Zoning,Town of Delmar Code Enforcement / Planning & Zoning,local,True
us-de-dewey_beach__commercial__commercial_tenant_improvement__building,DE,Dewey Beach,commercial_tenant_improvement,building,Sussex County Building Permit Office,Sussex County Building Permit Office,county_administered,True
us-de-dover__commercial__commercial_tenant_improvement__building,DE,Dover,commercial_tenant_improvement,building,City of Dover Department of Planning and Inspections,City of Dover Department of Planning and Inspections,local,True
us-de-elsmere__commercial__commercial_tenant_improvement__building,DE,Elsmere,commercial_tenant_improvement,building,Town of Elsmere Code Enforcement Department,Town of Elsmere Code Enforcement Department,local,True
us-de-elsmere__commercial__commercial_tenant_improvement__building,DE,Elsmere,commercial_tenant_improvement,electrical,Town of Elsmere Code Enforcement Department,Town of Elsmere Code Enforcement Department,local,True
us-de-elsmere__commercial__commercial_tenant_improvement__building,DE,Elsmere,commercial_tenant_improvement,fire,Town of Elsmere Code Enforcement Department,Town of Elsmere Code Enforcement Department,local,True
us-de-elsmere__commercial__commercial_tenant_improvement__building,DE,Elsmere,commercial_tenant_improvement,mechanical,Town of Elsmere Code Enforcement Department,Town of Elsmere Code Enforcement Department,local,True
us-de-elsmere__commercial__commercial_tenant_improvement__building,DE,Elsmere,commercial_tenant_improvement,occupancy,Town of Elsmere Code Enforcement Department,Town of Elsmere Code Enforcement Department,local,True
us-de-elsmere__commercial__commercial_tenant_improvement__building,DE,Elsmere,commercial_tenant_improvement,plumbing,Town of Elsmere Code Enforcement Department,Town of Elsmere Code Enforcement Department,local,True
us-de-elsmere__commercial__commercial_tenant_improvement__building,DE,Elsmere,commercial_tenant_improvement,zoning,Town of Elsmere Code Enforcement Department,Town of Elsmere Code Enforcement Department,local,True
us-de-frankford__commercial__commercial_tenant_improvement__building,DE,Frankford,commercial_tenant_improvement,building,Frankford,Sussex County Building Permit Office,local,True
us-de-georgetown__commercial__commercial_tenant_improvement__building,DE,Georgetown,commercial_tenant_improvement,building,Sussex County Building Permit Office,Sussex County Building Permit Office,county_administered,True
us-de-greenwood__commercial__commercial_tenant_improvement__building,DE,Greenwood,commercial_tenant_improvement,building,Sussex County Building Permit Office,Sussex County Building Permit Office,county_administered_with_state_trade_fire_routes,True
us-de-greenwood__commercial__commercial_tenant_improvement__building,DE,Greenwood,commercial_tenant_improvement,electrical,Sussex County Building Permit Office,Sussex County Building Permit Office,county_administered_with_state_trade_fire_routes,True
us-de-greenwood__commercial__commercial_tenant_improvement__building,DE,Greenwood,commercial_tenant_improvement,fire,Sussex County Building Permit Office,Sussex County Building Permit Office,county_administered_with_state_trade_fire_routes,True
us-de-greenwood__commercial__commercial_tenant_improvement__building,DE,Greenwood,commercial_tenant_improvement,mechanical,Sussex County Building Permit Office,Sussex County Building Permit Office,county_administered_with_state_trade_fire_routes,True
us-de-greenwood__commercial__commercial_tenant_improvement__building,DE,Greenwood,commercial_tenant_improvement,occupancy,Sussex County Building Permit Office,Sussex County Building Permit Office,county_administered_with_state_trade_fire_routes,True
us-de-greenwood__commercial__commercial_tenant_improvement__building,DE,Greenwood,commercial_tenant_improvement,plumbing,Sussex County Building Permit Office,Sussex County Building Permit Office,county_administered_with_state_trade_fire_routes,True
us-de-greenwood__commercial__commercial_tenant_improvement__building,DE,Greenwood,commercial_tenant_improvement,zoning,Sussex County Building Permit Office,Sussex County Building Permit Office,county_administered_with_state_trade_fire_routes,True
us-de-henlopen_acres__commercial__commercial_tenant_improvement__building,DE,Henlopen Acres,commercial_tenant_improvement,building,"Town of Henlopen Acres, Sussex County, Delaware State Fire Marshal, and Delaware DPR/inspection agencies as applicable by lane",Town of Henlopen Acres / Sussex County Building Permit Office / Delaware State Fire Marshal / Delaware DPR trade routes,municipal_county_state_delegated,True
us-de-kent_county__commercial__commercial_tenant_improvement__building,DE,Kent County,commercial_tenant_improvement,building,Kent County Levy Court Department of Planning Services,Kent County Levy Court Department of Planning Services,county,True
us-de-middletown__commercial__commercial_tenant_improvement__building,DE,Middletown,commercial_tenant_improvement,building,Town of Middletown Permits Licensing and Inspections,Town of Middletown Permits Licensing and Inspections,local,True
us-de-millville__commercial__commercial_tenant_improvement__building,DE,Millville,commercial_tenant_improvement,building,Sussex County Building Permit Office,Sussex County Building Permit Office,county_administered,True
us-de-new_castle_city__commercial__commercial_tenant_improvement__building,DE,New Castle City,commercial_tenant_improvement,building,New Castle City,New Castle City,local,True
us-de-new_castle_county__commercial__commercial_tenant_improvement__building,DE,New Castle County,commercial_tenant_improvement,building,New Castle County Department of Land Use,New Castle County Department of Land Use,county,True
us-de-newark__commercial__commercial_tenant_improvement__building,DE,Newark,commercial_tenant_improvement,building,City of Newark Code Enforcement Division,City of Newark Code Enforcement Division,local,True
us-de-odessa__commercial__commercial_tenant_improvement__building,DE,Odessa,commercial_tenant_improvement,building,Town of Odessa Building Permits,Town of Odessa / 1st State Inspection Agency routing,third_party,True
us-de-smyrna__commercial__commercial_tenant_improvement__building,DE,Smyrna,commercial_tenant_improvement,building,Town of Smyrna Building and Inspections,Town of Smyrna Building and Inspections,local,True
us-de-sussex_county__commercial__commercial_tenant_improvement__building,DE,Sussex County,commercial_tenant_improvement,building,Sussex County Building Permit Office,Sussex County Building Permit Office,county,True
us-de-sussex_county__commercial__commercial_tenant_improvement__building,DE,Sussex County,commercial_tenant_improvement,occupancy,Sussex County Building Permit Office,Sussex County Building Permit Office,county,True
us-de-wilmington__commercial__commercial_tenant_improvement__building,DE,Wilmington,commercial_tenant_improvement,building,City of Wilmington Department of Licenses and Inspections,City of Wilmington Department of Licenses and Inspections,local,True
us-fl-boca_raton__residential__roofing__building,FL,Boca Raton,reroof,building,City of Boca Raton Building Permits and Inspections,City of Boca Raton Building Permits and Inspections,local,True
us-fl-brevard_county__commercial__commercial_tenant_improvement__building,FL,Brevard County,commercial_tenant_improvement,building,Brevard County Planning and Development,Brevard County Planning and Development,county,True
us-fl-broward_county__commercial__commercial_tenant_improvement__building,FL,Broward County,commercial_tenant_improvement,building,Broward County Building Code Services,Broward County Building Code Services,county,True
us-fl-cape_coral__commercial__commercial_tenant_improvement__building,FL,Cape Coral,commercial_tenant_improvement,building,City of Cape Coral Permitting Services Division,City of Cape Coral Permitting Services Division,local,True
us-fl-charlotte_county__residential__residential_roof__building,FL,Charlotte County,reroof,building,Charlotte County Building Construction Services,Charlotte County Building Construction Services,local,True
us-fl-sarasota__residential__roofing__building,FL,City of Sarasota Building & Permitting,reroof,building,City of Sarasota Building & Permitting,City of Sarasota Building & Permitting,local,True
us-fl-clearwater__commercial__commercial_tenant_improvement__building,FL,Clearwater,commercial_tenant_improvement,building,City of Clearwater Construction Services,City of Clearwater Construction Services,local,True
us-fl-collier_county__residential__roofing__building,FL,Collier County,reroof,building,Collier County Building Plan Review and Inspection,Collier County Building Plan Review and Inspection,local,True
us-fl-coral_springs__commercial__commercial_tenant_improvement__building,FL,Coral Springs,commercial_tenant_improvement,building,City of Coral Springs Building Department,City of Coral Springs Building Department,local,True
us-fl-fort_lauderdale__commercial__commercial_tenant_improvement__building,FL,Fort Lauderdale,commercial_tenant_improvement,building,City of Fort Lauderdale Building Services,City of Fort Lauderdale Building Services,local,True
us-fl-gainesville__commercial__commercial_tenant_improvement__building,FL,Gainesville,commercial_tenant_improvement,building,City of Gainesville Building Division,City of Gainesville Building Division,local,True
us-fl-hendry_county__commercial__commercial_tenant_improvement__building,FL,Hendry County,commercial_tenant_improvement,building,Hendry County,Hendry County,local,True
us-fl-hendry_county__commercial__commercial_tenant_improvement__building,FL,Hendry County,commercial_tenant_improvement,electrical,Hendry County,Hendry County,local,True
us-fl-hendry_county__commercial__commercial_tenant_improvement__building,FL,Hendry County,commercial_tenant_improvement,mechanical,Hendry County,Hendry County,local,True
us-fl-hendry_county__commercial__commercial_tenant_improvement__building,FL,Hendry County,commercial_tenant_improvement,plumbing,Hendry County,Hendry County,local,True
us-fl-hendry_county__commercial__commercial_tenant_improvement__building,FL,Hendry County,commercial_tenant_improvement,zoning,Hendry County,Hendry County,local,True
us-fl-hernando_county__residential__roofing__building,FL,Hernando County,reroof,building,Hernando County Building Department,Hernando County Building Department,local,True
us-fl-hialeah__commercial__commercial_tenant_improvement__building,FL,Hialeah,commercial_tenant_improvement,building,City of Hialeah Building Department,City of Hialeah Building Department,local,True
us-fl-highlands_county__residential__building_structural_or_roofline_modification__building,FL,Highlands County,reroof,building,Highlands County Building Division,Highlands County Building Division,local,True
us-fl-hillsborough_county__commercial__commercial_tenant_improvement__building,FL,Hillsborough County,commercial_tenant_improvement,building,Hillsborough County Development Services,Hillsborough County Development Services,county,True
us-fl-hollywood__commercial__commercial_tenant_improvement__building,FL,Hollywood,commercial_tenant_improvement,building,City of Hollywood Building Division,City of Hollywood Building Division,local,True
us-fl-indian_river_county__residential__roofing__building,FL,Indian River County,reroof,building,Indian River County Building Division,Indian River County Building Division,local,True
us-fl-jacksonville__commercial__commercial_tenant_improvement__building,FL,Jacksonville,commercial_tenant_improvement,building,Jacksonville,Jacksonville,local,True
us-fl-lake_county__residential__reroof__building,FL,Lake County,reroof,building,Lake County Building Services,Lake County Building Services,local,True
us-fl-lake_worth_beach__commercial__commercial_tenant_improvement__building,FL,Lake Worth Beach,commercial_tenant_improvement,building,City of Lake Worth Beach Building Division,City of Lake Worth Beach Building Division,local,True
us-fl-lakeland__commercial__commercial_tenant_improvement__building,FL,Lakeland,commercial_tenant_improvement,building,City of Lakeland Building Inspection Division,City of Lakeland Building Inspection Division,local,True
us-fl-lee_county__commercial__commercial_tenant_improvement__building,FL,Lee County,commercial_tenant_improvement,building,Lee County Development Services,Lee County Development Services,county,True
us-fl-manatee_county__residential__roofing__building,FL,Manatee County,reroof,building,Manatee County Building and Development Services,Manatee County Building and Development Services,local,True
us-fl-marion_county__residential__roofing__building,FL,Marion County,reroof,building,Marion County Building Safety,Marion County Building Safety,local,True
us-fl-martin_county__residential__roof_work__building,FL,Martin County,reroof,building,Martin County Building Division,Martin County Building Division,local,True
us-fl-miami__commercial__commercial_tenant_improvement__building,FL,Miami,commercial_tenant_improvement,building,Miami,Miami,local,True
us-fl-miami_dade_county__commercial__commercial_tenant_improvement__building,FL,Miami Dade County,commercial_tenant_improvement,building,Miami-Dade County Building Department,Miami-Dade County Building Department,county,True
us-fl-miramar__commercial__commercial_tenant_improvement__building,FL,Miramar,commercial_tenant_improvement,building,"City of Miramar Building, Permits & Inspections","City of Miramar Building, Permits & Inspections",local,True
us-fl-orange_county__commercial__commercial_tenant_improvement__building,FL,Orange County,commercial_tenant_improvement,building,Orange County Building Division,Orange County Building Division,county,True
us-fl-orlando__commercial__commercial_tenant_improvement__building,FL,Orlando,commercial_tenant_improvement,building,City of Orlando Building and Permitting,City of Orlando Building and Permitting,local,True
us-fl-osceola_county__residential__reroof__building,FL,Osceola County,reroof,building,Osceola County Building Division,Osceola County Building Division,local,True
us-fl-palm_bay__commercial__commercial_tenant_improvement__building,FL,Palm Bay,commercial_tenant_improvement,building,City of Palm Bay Building Department,City of Palm Bay Building Department,local_city_building_department,True
us-fl-palm_beach_county__commercial__commercial_tenant_improvement__building,FL,Palm Beach County,commercial_tenant_improvement,building,Palm Beach County Building Division,Palm Beach County Building Division,county,True
us-fl-pasco_county__residential__roofing__building,FL,Pasco County Building Construction Services,reroof,building,Pasco County Building Construction Services,Pasco County Building Construction Services,local,True
us-fl-pembroke_pines__commercial__commercial_tenant_improvement__building,FL,Pembroke Pines,commercial_tenant_improvement,building,City of Pembroke Pines Building Department,City of Pembroke Pines Building Department,local,True
us-fl-pinellas_county__commercial__commercial_tenant_improvement__building,FL,Pinellas County,commercial_tenant_improvement,building,Pinellas County Building and Development Review Services,Pinellas County Building and Development Review Services,county,True
us-fl-polk_county__commercial__commercial_tenant_improvement__building,FL,Polk County,commercial_tenant_improvement,building,Polk County Building Division,Polk County Building Division,county,True
us-fl-pompano_beach__commercial__commercial_tenant_improvement__building,FL,Pompano Beach,commercial_tenant_improvement,building,City of Pompano Beach Building Inspections,City of Pompano Beach Building Inspections,local,True
us-fl-port_st_lucie__commercial__commercial_tenant_improvement__building,FL,Port St Lucie,commercial_tenant_improvement,building,City of Port St. Lucie Building Department,City of Port St. Lucie Building Department,local,True
us-fl-sarasota_county__commercial__commercial_tenant_improvement__building,FL,Sarasota County,commercial_tenant_improvement,building,Sarasota County,Sarasota County,local,True
us-fl-seminole_county__residential__reroof__building,FL,Seminole County Building Division,reroof,building,Seminole County Building Division,Seminole County Building Division,local,True
us-fl-st_johns_county__residential__building_repair_alteration__building,FL,St Johns County,residential_remodel,building,Permit office,Permit office,local,True
us-fl-st_petersburg__commercial__commercial_tenant_improvement__building,FL,St Petersburg,commercial_tenant_improvement,building,City of St. Petersburg Construction Services & Permitting,City of St. Petersburg Construction Services & Permitting,local,True
us-fl-st_lucie_county__residential__mobile_home_roof_over_accessory__building,FL,St. Lucie County Planning and Development Services,reroof,building,St. Lucie County Planning and Development Services,St. Lucie County Planning and Development Services,local,True
us-fl-tallahassee__commercial__commercial_tenant_improvement__building,FL,Tallahassee,commercial_tenant_improvement,building,City of Tallahassee Growth Management - Building Inspection & Permitting,City of Tallahassee Growth Management - Building Inspection & Permitting,local,True
us-fl-tampa__commercial__commercial_tenant_improvement__building,FL,Tampa,commercial_tenant_improvement,building,City of Tampa Construction Services Division,City of Tampa Construction Services Division,local,True
us-fl-volusia_county__residential__residential_roof_or_building_work__building,FL,Volusia County Building and Zoning,reroof,building,Volusia County Building and Zoning,Volusia County Building and Zoning,local,True
us-fl-west_palm_beach__commercial__commercial_tenant_improvement__building,FL,West Palm Beach,commercial_tenant_improvement,building,City of West Palm Beach Building Division,City of West Palm Beach Building Division,local,True
us-fl-west_palm_beach__commercial__commercial_tenant_improvement__building,FL,West Palm Beach,commercial_tenant_improvement,electrical,City of West Palm Beach Building Division,City of West Palm Beach Building Division,local,True
us-fl-west_palm_beach__commercial__commercial_tenant_improvement__building,FL,West Palm Beach,commercial_tenant_improvement,fire,City of West Palm Beach Building Division,City of West Palm Beach Building Division,local,True
us-fl-west_palm_beach__commercial__commercial_tenant_improvement__building,FL,West Palm Beach,commercial_tenant_improvement,mechanical,City of West Palm Beach Building Division,City of West Palm Beach Building Division,local,True
us-fl-west_palm_beach__commercial__commercial_tenant_improvement__building,FL,West Palm Beach,commercial_tenant_improvement,occupancy,City of West Palm Beach Building Division,City of West Palm Beach Building Division,local,True
us-fl-west_palm_beach__commercial__commercial_tenant_improvement__building,FL,West Palm Beach,commercial_tenant_improvement,plumbing,City of West Palm Beach Building Division,City of West Palm Beach Building Division,local,True
us-fl-west_palm_beach__commercial__commercial_tenant_improvement__building,FL,West Palm Beach,commercial_tenant_improvement,zoning,City of West Palm Beach Building Division,City of West Palm Beach Building Division,local,True
us-ga-albany__commercial__commercial_tenant_improvement__building,GA,Albany,commercial_tenant_improvement,building,City of Albany Building Inspections Department / Development Services,City of Albany Building Inspections Department / Development Services,local,True
us-ga-alpharetta__commercial__commercial_tenant_improvement__building,GA,Alpharetta,commercial_tenant_improvement,building,City of Alpharetta Inspection & Code Enforcement / Community Development Department,City of Alpharetta Inspection & Code Enforcement / Community Development Department,local,True
us-ga-athens_clarke__commercial__commercial_tenant_improvement__building,GA,Athens Clarke,commercial_tenant_improvement,building,Athens-Clarke County Building Permits and Inspections Department,ACC Building Inspections permit desk / email / permitting process,local,True
us-ga-athens_clarke__commercial__commercial_tenant_improvement__building,GA,Athens Clarke,commercial_tenant_improvement,electrical,Athens-Clarke County Building Permits and Inspections Department,ACC Building Inspections permit desk / email / permitting process,local,True
us-ga-athens_clarke__commercial__commercial_tenant_improvement__building,GA,Athens Clarke,commercial_tenant_improvement,fire,Athens-Clarke County Building Permits and Inspections Department,ACC Building Inspections permit desk / email / permitting process,local,True
us-ga-athens_clarke__commercial__commercial_tenant_improvement__building,GA,Athens Clarke,commercial_tenant_improvement,mechanical,Athens-Clarke County Building Permits and Inspections Department,ACC Building Inspections permit desk / email / permitting process,local,True
us-ga-athens_clarke__commercial__commercial_tenant_improvement__building,GA,Athens Clarke,commercial_tenant_improvement,occupancy,Athens-Clarke County Building Permits and Inspections Department,ACC Building Inspections permit desk / email / permitting process,local,True
us-ga-athens_clarke__commercial__commercial_tenant_improvement__building,GA,Athens Clarke,commercial_tenant_improvement,plumbing,Athens-Clarke County Building Permits and Inspections Department,ACC Building Inspections permit desk / email / permitting process,local,True
us-ga-athens_clarke__commercial__commercial_tenant_improvement__building,GA,Athens Clarke,commercial_tenant_improvement,zoning,Athens-Clarke County Building Permits and Inspections Department,ACC Building Inspections permit desk / email / permitting process,local,True
